caption,entity_1,entity_2,entity_3,image_name,index_1,index_2,index_3,id
A half cut cheese pizza is sitting on a plate next to a knife. ,pizza,knife,plate,000000034877.jpg,5,14,10,228178
A man with a cup sitting on a sofa with a dog and cat in front of some windows.,cat,cup,dog,000000481212.jpg,14,5,12,228662
Man dishing out pizza onto a plate held by another person.,person,pizza,plate,000000228722.jpg,12,5,8,229035
"a bedroom with a bed, desk and a tv",bed,tv,desk,000000280242.jpg,5,10,7,229077
A bedroom scene with a bed desk and window.,bed,desk,window,000000280242.jpg,6,7,9,231057
"Man, cat, and dog on couch inside at corner of room with windows.",couch,cat,dog,000000481212.jpg,8,3,6,232049
A person holding a plate with a sandwich.,person,sandwich,plate,000000549971.jpg,2,8,5,236908
A chair is near a desk with a laptop.,chair,desk,laptop,000000012943.jpg,2,6,9,236955
A desk with a chair in front of it and a laptop on top.,chair,desk,laptop,000000012943.jpg,5,2,12,237933
A person pulling a pizza from the oven.,person,oven,pizza,000000014353.jpg,2,8,5,238334
A person reaching into an open oven for a pizza.,person,oven,pizza,000000014353.jpg,2,7,10,240665
"A sink, a desk and chair and a cot in the corner of a room.",chair,desk,sink,000000332512.jpg,7,5,2,241101
"a clock, a fan a desk and a chair in a room",chair,clock,desk,000000203438.jpg,10,2,7,242424
Plate full of pizza with a fork to help eat.,fork,pizza,plate,000000518039.jpg,7,4,1,244636
Half of a pizza sits on a white plate with a fork near a glass of water.,fork,pizza,plate,000000518039.jpg,12,4,9,247327
A dog stretched out on a bed with a cat laying on top of it sleeping.,bed,cat,dog,000000164983.jpg,7,10,2,247921
"A sandwich, fork and bowl of macaroni sitting on a wrapper.",fork,bowl,sandwich,000000392753.jpg,4,6,2,248116
A dog sits on top of a bed next to a person.,bed,person,dog,000000164983.jpg,8,12,2,248239
"An office is filled with a desk, computer, printer, laptop, and chair.",chair,desk,laptop,000000141278.jpg,17,7,14,249866
A small dog sits on the couch in front of the laptop.,couch,laptop,dog,000000138204.jpg,7,12,3,249895
There is a plate with pizza and a fork on it.,fork,pizza,plate,000000400333.jpg,9,6,4,251054
A suitcase sitting on a bench in front of a bed.,bed,suitcase,bench,000000560332.jpg,11,2,6,251428
a person in a sweater holding a cake over a paper plate,person,cake,plate,000000468022.jpg,2,8,12,252050
A person riding a wave on a surfboard in front of a shrimp boat.,person,boat,surfboard,000000399605.jpg,2,15,8,252702
"A salad on a plate with a piece of bread, fork and knife.",fork,knife,plate,000000578418.jpg,12,14,5,253679
Person on a surfboard in the water with a boat in the background. ,person,boat,surfboard,000000399605.jpg,1,11,4,255546
"A sandwich, a plastic white fork, and a bowl of green macaroni salad.",fork,bowl,sandwich,000000392753.jpg,7,11,2,256753
"A large sandwich on a table, a bowl of snacks and someone holding a hot dog on a carry out tray.",bowl,sandwich,dog,000000118246.jpg,9,3,17,258635
A person and a fuzzy dog sitting on a bed.,bed,person,dog,000000164983.jpg,10,2,6,261415
A bowl with a piece of cake in it next to a spoon.,spoon,cake,bowl,000000545385.jpg,13,7,2,262395
a close up of a person holding a plate of cake,person,cake,plate,000000348941.jpg,6,11,9,265480
A cake made to look like a hot dog and a ketchup bottle.,bottle,cake,dog,000000380300.jpg,13,2,9,266850
A few graphic novels and a laptop on a couch in front of a tv,couch,tv,laptop,000000489728.jpg,10,15,7,270443
"A plate with a sandwich, pickle and cole slaw in a person's lap.",person,sandwich,plate,000000419117.jpg,13,5,2,274096
a person standing over a black dog standing on surfboard on a shore line.,person,surfboard,dog,000000565479.jpg,2,10,7,275335
A person's hands holding a plate of pizza topped with spinach.,person,pizza,plate,000000254929.jpg,2,9,7,277332
A cake made to look like a hot dog sandwich.,cake,sandwich,dog,000000380300.jpg,2,10,9,277461
cakes on a plate on a table along with a cup and a fork,cup,fork,plate,000000050960.jpg,11,14,4,280982
A bed sitting next to two dressers and a chair by a window.,chair,bed,window,000000284028.jpg,11,2,14,283306
An orange and white cat laying on a bed,orange,bed,cat,000000030607.jpg,2,9,5,284140
Image of a cat standing next to a chair which is in a room with a bed.,chair,bed,cat,000000522813.jpg,9,17,4,286005
A plate of food sitting on a table next to a knife and fork on a napkin and a couple cups.,fork,knife,plate,000000035269.jpg,14,12,2,286199
A pizza sitting on top of a white plate next to a knife.,pizza,knife,plate,000000234499.jpg,2,13,9,291596
a cup of coffee and a sandwich on a plate,cup,sandwich,plate,000000037688.jpg,2,7,10,292920
an image of a person slicing pizza with a knife,person,pizza,knife,000000387567.jpg,5,8,11,293742
"A bedroom with a bed, desk, chair and lamps. ",chair,bed,desk,000000184139.jpg,9,5,7,294087
A pizza on a white plate beside a knife and glasses.,pizza,knife,plate,000000234499.jpg,2,9,6,295673
Bedroom with a large bed and a laptop on a desk.,bed,desk,laptop,000000184139.jpg,5,11,8,295836
Pizza is sitting on a plate with a fork.,fork,pizza,plate,000000132415.jpg,9,1,6,299757
"A view of a bed, chair, and window treatments.",chair,bed,window,000000097693.jpg,7,5,10,301672
A laptop and mouse sitting on a desk.,mouse,desk,laptop,000000122982.jpg,4,8,2,303571
An orange and black cat sitting on top of a laptop computer.,orange,cat,laptop,000000009830.jpg,2,5,11,307642
"A cluttered desk, containing a laptop, blue water bottle, and many other items",bottle,desk,laptop,000000122982.jpg,12,4,8,308359
"A desk with a  laptop, water bottle and various other items.",bottle,desk,laptop,000000122982.jpg,8,2,5,308773
"A white desk with a black laptop, blue water bottle and office supplies. ",bottle,desk,laptop,000000122982.jpg,11,3,7,310951
a person laying in a bed with a tv,bed,person,tv,000000421188.jpg,6,2,9,314889
Two toasts in a plate with a knife and a fork.A pipe for smoking on the table.,fork,knife,plate,000000211326.jpg,12,9,6,321668
A person with a backpack with on some rocks with a surfboard.,backpack,person,surfboard,000000235621.jpg,5,2,12,321898
A person in a striped shirt holding a sandwich over a plate.,person,sandwich,plate,000000200775.jpg,2,9,12,322306
"An older monitor, desktop, laptop, and keyboard are all present on the desk. ",desk,laptop,keyboard,000000579548.jpg,16,7,10,327444
"On a desk sits a plate with sandwiches, a book and various items.",desk,book,plate,000000211326.jpg,3,11,6,329570
A blue cake has an orange bear with a red shirt on top.,orange,bear,cake,000000099546.jpg,6,7,3,330009
"a plate with a coney dog, pasta salad and a fork on a red checkered table cloth",fork,dog,plate,000000212587.jpg,12,6,2,330320
a person holding a remote control on a desk,person,desk,remote,000000097579.jpg,2,9,5,332963
A plate with leftover eatables and a fork and a knife.,fork,knife,plate,000000442877.jpg,9,12,2,337810
A person in orange jacket doing trick on a snowboard.,orange,person,snowboard,000000283120.jpg,4,2,10,338832
"A bedroom with flower wall paper, a bed, and a vase on a desk.",bed,vase,desk,000000279437.jpg,9,13,16,339579
"A plate with a breakfast sandwich, eggs and a fork next to two coffee mugs.",fork,sandwich,plate,000000170658.jpg,11,6,2,344028
A taco salad topped with sour creme dressing on a white plate with fork and knife.,fork,knife,plate,000000163528.jpg,14,16,12,345213
A person squeezing toothpaste onto a toothbrush over a sink.,person,toothbrush,sink,000000290515.jpg,2,8,11,345966
A pizza sitting on top of a table with a white plate and fork.,fork,pizza,plate,000000358039.jpg,14,2,12,348602
a desk and chair with a computer and two laptops a mouse and a glass,chair,mouse,desk,000000019544.jpg,4,13,2,348672
"a desk with a laptop, some speakers and a mouse on it",mouse,desk,laptop,000000211260.jpg,11,2,5,351316
Fork next to a plate of pizza and salad on the table,fork,pizza,plate,000000386841.jpg,1,7,5,355673
Some sort of sandwich on a napkin next to a plate and glass cup,cup,sandwich,plate,000000283162.jpg,14,4,11,355816
A breakfast sandwich sits on a plate with a fork in front of two cups,fork,sandwich,plate,000000170658.jpg,10,3,7,356427
"A bedroom with a bed, desk, and tv with paper and pen on the table",bed,tv,desk,000000519316.jpg,5,10,7,359258
A sandwich and knife are sitting on a plate.,sandwich,knife,plate,000000199671.jpg,2,4,9,361746
A person slices a small pizza with a knife.,person,pizza,knife,000000305060.jpg,2,6,9,362254
A young man on the beach holding a plate of onion rings and a hot dog sandwich.,sandwich,dog,plate,000000539717.jpg,17,16,9,366111
A person holding a pizza pocket over a white plate.,person,pizza,plate,000000252783.jpg,2,5,10,367666
A pizza crust is being put into a toaster oven.,oven,pizza,toaster,000000240718.jpg,10,2,9,371413
Laptop and mouse sits on desk in front of computer monitor,mouse,desk,laptop,000000135976.jpg,3,6,1,373571
"A bed with two night stands, a chair a mirror and windows.",chair,bed,mirror,000000515586.jpg,9,2,11,374176
"A plate has a sandwich, broccoli, and a pickle. ",sandwich,broccoli,plate,000000020650.jpg,5,7,2,376404
"A living area with a rocking chair, dog in bed and fireplace.",chair,bed,dog,000000301963.jpg,7,11,9,377486
Dog sleeping in his bed next to rocking chair,chair,bed,dog,000000301963.jpg,9,5,1,379082
"A bed, a table, a chair, a TV and a bean bag in a room.",chair,bed,tv,000000192834.jpg,8,2,11,380211
A chocolate donut on a plate with orange wedges on the side. ,orange,donut,plate,000000025202.jpg,8,3,6,382730
a person sitting on a bed reading a book,bed,person,book,000000479829.jpg,6,2,9,384420
a person sitting and holding a mug and a book next to a table with a slice of cake on it.,person,cake,book,000000213579.jpg,2,19,10,390335
Person reading while holding colorful cup with similar plate on table.,cup,person,plate,000000213579.jpg,6,1,9,390635
A person reading a book in her bed.,bed,person,book,000000479829.jpg,8,2,5,392217
an unmade twin bed with a desk and chair,chair,bed,desk,000000497488.jpg,10,5,8,393928
"A dorm room with bed, office chair, desk and bookshelves.",chair,bed,desk,000000497488.jpg,8,5,10,394432
"A bedroom has a bed, a chair, and a window.",chair,bed,window,000000208688.jpg,8,5,12,397177
A person with a fur hat going down a snowy hill on a snowboard.,person,hat,snowboard,000000557732.jpg,2,6,14,402426
A table that has a plate with pieces of square cut pizza on it and a remote control behind it.,pizza,remote,plate,000000282878.jpg,12,17,6,403633
A person in bed with a remote control and prescription medicine. ,bed,person,remote,000000025165.jpg,4,2,7,404466
a desk with a lamp a laptop and a mouse,mouse,desk,laptop,000000057403.jpg,10,2,7,406467
A ORANGE PLATE WITH A SANDWICH A PICKLE AND COLD SLAW,orange,sandwich,plate,000000419117.jpg,2,6,3,407482
"a table with a camera, a remote and a person using a laptop computer",person,laptop,remote,000000371910.jpg,11,14,8,407504
"A tablet with attached keyboard, smartphone, and remote are ready on the couch.",couch,keyboard,remote,000000161227.jpg,15,5,10,408083
"A brown chair has a remote, laptop, phone and yellow pillow on it as it sits in a corner.",chair,laptop,remote,000000161227.jpg,3,8,6,409013
"A large cushioned chair with a laptop, pillow, remote, a tablet and a cell phone on it",chair,laptop,remote,000000161227.jpg,5,8,12,409040
A large compfy leather chair with a remote control and a laptop..,chair,laptop,remote,000000161227.jpg,6,13,9,414725
A laptop computer and a book are on a bed.,bed,laptop,book,000000490694.jpg,11,2,7,415857
A large plate cat sitting on a little laptop,cat,laptop,plate,000000538586.jpg,4,9,3,417977
a person walking with a cake in a box plate,person,cake,plate,000000102872.jpg,2,6,10,420188
A fork and knife on a large pizza,fork,pizza,knife,000000115752.jpg,2,8,4,421747
"A cooked pizza sitting on a pan at the table with a drink, fork and knife. ",fork,pizza,knife,000000050306.jpg,15,3,17,424692
"An open sleeve of crackers, a bottle of water and a remote control on a couch.",couch,bottle,remote,000000550350.jpg,17,8,13,430773
A person cutting a bread product on a bowl plate.,person,bowl,plate,000000075527.jpg,2,9,10,431531
A young person holding food looks out a window at a tandem bicycle.,person,bicycle,window,000000375769.jpg,3,13,9,433519
A picture of a sandwich on a plate on a tray with a drink and a covered side item on a table facing a window.,sandwich,window,plate,000000161605.jpg,5,25,8,433706
A plate with a slice of pizza with a knife on it.,pizza,knife,plate,000000365121.jpg,7,10,2,434277
Sleeve of saltines near a bottle of water and a tv remote. ,bottle,tv,remote,000000550350.jpg,8,13,14,434454
"A bedroom has a bed, a chair, and a window.",chair,bed,window,000000438046.jpg,8,5,12,435130
"An empty hotel room with a small bed, tv, and desk with speakers. ",bed,tv,desk,000000111211.jpg,8,10,13,436326
A paper plate with coleslaw and a half sandwich with red onions and a fork. ,fork,sandwich,plate,000000324789.jpg,16,10,3,436375
A slice of pizza on a plate with a knife.,pizza,knife,plate,000000365121.jpg,4,10,7,436485
a person laying in a bed with a window ,bed,person,window,000000007789.jpg,6,2,9,436521
a cat on a couch near a window ,couch,cat,window,000000573181.jpg,5,2,8,436559
An orange and white cat standing on top of a window sill.,orange,cat,window,000000573181.jpg,2,5,11,437603
A leather computer chair with a laptop and phone on the desk. ,chair,desk,laptop,000000467988.jpg,5,13,8,438410
A large slice of pizza and a knife on a plate.,pizza,knife,plate,000000365121.jpg,5,8,11,439182
Cat standing on back of couch looking out window.,couch,cat,window,000000573181.jpg,6,1,9,440270
A whole cake and a piece in a plate by a person.,person,cake,plate,000000484842.jpg,12,3,9,448753
A person has a piece of cake on her fork. ,fork,person,cake,000000484842.jpg,10,2,7,451405
A person holds a remote and points it toward a TV with a large flower pot wit colorful flowers in it,person,tv,remote,000000471955.jpg,2,11,5,455558
A plate that has a piece of pizza and a fork.,fork,pizza,plate,000000044934.jpg,11,8,2,455622
A person's finger pushing on a grilled cheese sandwich on a plate.,person,sandwich,plate,000000545289.jpg,2,10,13,457859
